master_evidence_id,record_type,source_package_or_file,internal_id,source_id,topic_or_area,stage_or_layer,fact_or_finding,product_implication_or_interpretation,evidence_quality_or_status,evidence_ref,date_packaged
RF-EVID-0196,case,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C013,S13,digital access gap; incomplete history; no follow-up ownership; chronic illness invalidation,digital access gap; incomplete history; no follow-up ownership; chronic illness invalidation,Digital tools for online consultation in general practice,"Create safe fallback channels, complexity flags, remote-to-face-to-face conversion rules and continuity prompts.",high,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C013,2026-05-30
RF-EVID-0197,case,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C014,S14,normal-test trap; incomplete physical exam; poor follow-up ownership,normal-test trap; incomplete physical exam; poor follow-up ownership,Telehealth and Patient Safety,Decision support should classify problems as telehealth-suitable vs requiring in-person exam/labs/imaging.,high,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C014,2026-05-30
RF-EVID-0198,case,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C015,S15,incomplete history; wrong specialty; no one connected the dots,incomplete history; wrong specialty; no one connected the dots,Modern General Practice Model,Separate admin routing from clinical triage; capture escalation flags and repeated contacts.,high,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C015,2026-05-30
RF-EVID-0199,case,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C016,S16,poor handoff; symptom dismissed; red flag missed,poor handoff; symptom dismissed; red flag missed,Care navigation and triage in general practice,Make role boundaries explicit and route uncertain cases to clinical triage.,medium,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C016,2026-05-30
RF-EVID-0200,case,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C017,S17,normal-test trap; referral delay; rare disease delay,normal-test trap; referral delay; rare disease delay,Suspected cancer: recognition and referral (NG12),"Add active-monitoring tasks and symptom persistence triggers, not only referral thresholds.",high,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C017,2026-05-30
RF-EVID-0201,case,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C018,S18,normal-test trap; no follow-up ownership; repeated visits ignored,normal-test trap; no follow-up ownership; repeated visits ignored,Safety netting,"Build safety-net plans with due dates, owner, patient-facing instructions and re-presentation counters.",medium,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C018,2026-05-30
RF-EVID-0202,case,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C019,S19,abnormal result not followed up; documentation error; no follow-up ownership,abnormal result not followed up; documentation error; no follow-up ownership,GP mythbuster: managing test results in general practice,"Implement closed-loop result tracking, unresolved-result inboxes and backup reviewer rules.",high,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C019,2026-05-30
RF-EVID-0203,case,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C020,S20,fragmented care; no one connected the dots; missing family/history context; repeated visits ignored,fragmented care; no one connected the dots; missing family/history context; repeated visits ignored,Continuity of care: delayed diagnosis in GP practices,"Surface unresolved symptom threads, prior high-risk history and multiple-clinician patterns in the EHR.",high,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C020,2026-05-30
RF-EVID-0204,case,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C021,S21,repeated visits ignored; no one connected the dots; bias or minimization,repeated visits ignored; no one connected the dots; bias or minimization,Jess's Rule: Three strikes and we rethink,Create automatic repeat-presentation counters across phone/online/in-person and linked symptoms.,medium,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C021,2026-05-30
RF-EVID-0205,case,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C022,S22,symptom dismissed; chronic illness invalidation; bias or minimization; patient self-advocacy required,symptom dismissed; chronic illness invalidation; bias or minimization; patient self-advocacy required,"Years of being dismissed, ignored and belittled: Endometriosis UK diagnosis report","Track symptom duration/severity, repeated visits and invalidating language; prompt specialist referral criteria review.",medium,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C022,2026-05-30
RF-EVID-0206,case,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C023,S23,referral delay; no follow-up ownership; patient self-advocacy required,referral delay; no follow-up ownership; patient self-advocacy required,The impact of waiting for care,"Track referral state, wait risk, abnormal-test escalation and patient-visible next step.",medium,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C023,2026-05-30
RF-EVID-0207,case,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C024,S24,abnormal result not followed up; red flag missed; repeated visits ignored,abnormal result not followed up; red flag missed; repeated visits ignored,Patients being harmed due to repeated mistakes in reading scans,"Closed-loop imaging: critical finding acknowledgment, patient notification and escalation if no action documented.",high,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C024,2026-05-30
RF-EVID-0208,case,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C025,S25,poor handoff; abnormal result not followed up; no follow-up ownership,poor handoff; abnormal result not followed up; no follow-up ownership,Failures in communication or follow-up of unexpected significant radiological findings,"Require an accountable result owner, escalation timer and auditable action completion, not just report delivery.",high,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C025,2026-05-30
RF-EVID-0209,case,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C026,S26,poor handoff; no follow-up ownership; abnormal result not followed up,poor handoff; no follow-up ownership; abnormal result not followed up,Core Elements of Hospital Diagnostic Excellence,Create discharge-pending-test registry and patient/clinician notification loops.,high,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C026,2026-05-30
RF-EVID-0210,case,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C027,S27,wrong specialty; referral delay; poor handoff,wrong specialty; referral delay; poor handoff,Referral Assessment Services - NHS e-Referral Service,Make referral state and owner visible to referrer and patient; alert when more information is requested or referral returned.,high,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C027,2026-05-30
RF-EVID-0211,case,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C028,S28,incomplete history; wrong specialty; documentation error,incomplete history; wrong specialty; documentation error,Diagnostic services - NHS e-Referral Service,Embed mandatory clinical context fields and feedback loops for rejected/inappropriate tests.,medium,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C028,2026-05-30
RF-EVID-0212,case,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C029,S29,referral delay; no follow-up ownership; normal-test trap,referral delay; no follow-up ownership; normal-test trap,Outpatient recovery and transformation improvement guide,Record advice decisions with safety-net tasks and escalation criteria.,medium,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C029,2026-05-30
RF-EVID-0213,case,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C030,S30,poor handoff; fragmented care; no follow-up ownership,poor handoff; fragmented care; no follow-up ownership,Health Center Program Compliance Manual: Continuity of Care and Hospital Admitting,Ingest outside discharge/test data and assign follow-up ownership automatically.,high,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C030,2026-05-30
RF-EVID-0214,case,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C031,S31,fragmented care; no follow-up ownership,fragmented care; no follow-up ownership,Health Center Program: Patient-Centered Medical Home,"Translate PCMH concepts into concrete diagnostic queues, unresolved-symptom lists and abnormal-result registries.",medium,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C031,2026-05-30
RF-EVID-0215,case,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,C032,S32,abnormal result not followed up; patient self-advocacy required; no follow-up ownership,abnormal result not followed up; patient self-advocacy required; no follow-up ownership,Reach and effectiveness of a centralized navigation program for patients with positive FITs,Track abnormal-screen closure and navigator barrier categories to completion.,medium,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::02_extracted_evidence/cases_or_examples.csv::C032,2026-05-30
